UserID,Date,TimeIn,TimeOut,Overtime
1,09/01/2022,11:21 AM,11:21 AM,0
1,09/04/2022,11:23 AM,11:23 AM,0
1,09/05/2022,11:30 AM,11:30 AM,0
1,09/06/2022,11:30 AM,11:30 AM,0
1,09/07/2022,11:30 AM,11:30 AM,0
1,09/08/2022,11:30 AM,11:30 AM,0
1,09/11/2022,11:30 AM,11:30 AM,0
1,09/12/2022,11:30 AM,11:30 AM,0
1,09/13/2022,11:30 AM,11:30 AM,0
1,09/14/2022,11:30 AM,11:30 AM,0
1,09/15/2022,11:30 AM,11:30 AM,0
1,09/18/2022,2:49 PM,2:49 PM,0
1,09/19/2022,2:49 PM,2:49 PM,0
1,09/20/2022,2:49 PM,2:49 PM,0
1,09/21/2022,2:49 PM,2:49 PM,0
1,09/22/2022,2:49 PM,2:49 PM,0
1,09/25/2022,2:49 PM,2:49 PM,0
1,09/26/2022,2:49 PM,2:49 PM,0
1,09/27/2022,2:49 PM,2:49 PM,0
1,09/28/2022,2:49 PM,2:49 PM,0
1,09/29/2022,2:49 PM,2:49 PM,0
2,09/01/2022,11:21 AM,11:21 AM,0
2,09/04/2022,11:23 AM,11:23 AM,0
2,09/05/2022,11:30 AM,11:30 AM,0
2,09/06/2022,11:30 AM,11:30 AM,0
2,09/07/2022,11:30 AM,11:30 AM,0
2,09/08/2022,11:30 AM,11:30 AM,0
2,09/11/2022,11:30 AM,11:30 AM,0
2,09/12/2022,11:30 AM,11:30 AM,0
2,09/13/2022,11:30 AM,11:30 AM,0
2,09/14/2022,11:30 AM,11:30 AM,0
2,09/15/2022,11:30 AM,11:30 AM,0
2,09/18/2022,2:49 PM,2:49 PM,0
2,09/19/2022,2:49 PM,2:49 PM,0
2,09/20/2022,2:49 PM,2:49 PM,0
2,09/21/2022,2:49 PM,2:49 PM,0
2,09/22/2022,2:49 PM,2:49 PM,0
2,09/25/2022,2:49 PM,2:49 PM,0
2,09/26/2022,2:49 PM,2:49 PM,0
2,09/27/2022,2:49 PM,2:49 PM,0
2,09/28/2022,2:49 PM,2:49 PM,0
2,09/29/2022,2:49 PM,2:49 PM,0
3,09/01/2022,11:21 AM,11:21 AM,0
3,09/04/2022,11:23 AM,11:23 AM,0
3,09/05/2022,11:30 AM,11:30 AM,0
3,09/06/2022,11:30 AM,11:30 AM,0
3,09/07/2022,11:30 AM,11:30 AM,0
3,09/08/2022,11:30 AM,11:30 AM,0
3,09/11/2022,11:30 AM,11:30 AM,0
3,09/12/2022,11:30 AM,11:30 AM,0
3,09/13/2022,11:30 AM,11:30 AM,0
3,09/14/2022,11:30 AM,11:30 AM,0
3,09/15/2022,11:30 AM,11:30 AM,0
3,09/18/2022,2:49 PM,2:49 PM,0
3,09/19/2022,2:49 PM,2:49 PM,0
3,09/20/2022,2:49 PM,2:49 PM,0
3,09/21/2022,2:49 PM,2:49 PM,0
3,09/22/2022,2:49 PM,2:49 PM,0
3,09/25/2022,2:49 PM,2:49 PM,0
3,09/26/2022,2:49 PM,2:49 PM,0
3,09/27/2022,2:49 PM,2:49 PM,0
3,09/28/2022,2:49 PM,2:49 PM,0
3,09/29/2022,2:49 PM,2:49 PM,0
4,09/01/2022,11:21 AM,11:21 AM,0
4,09/04/2022,11:23 AM,11:23 AM,0
4,09/05/2022,11:30 AM,11:30 AM,0
4,09/06/2022,11:30 AM,11:30 AM,0
4,09/07/2022,11:30 AM,11:30 AM,0
4,09/08/2022,11:30 AM,11:30 AM,0
4,09/11/2022,11:30 AM,11:30 AM,0
4,09/12/2022,11:30 AM,11:30 AM,0
4,09/13/2022,11:30 AM,11:30 AM,0
4,09/14/2022,11:30 AM,11:30 AM,0
4,09/15/2022,11:30 AM,11:30 AM,0
4,09/18/2022,2:49 PM,2:49 PM,0
4,09/19/2022,2:49 PM,2:49 PM,0
4,09/20/2022,2:49 PM,2:49 PM,0
4,09/21/2022,2:49 PM,2:49 PM,0
4,09/22/2022,2:49 PM,2:49 PM,0
4,09/25/2022,2:49 PM,2:49 PM,0
4,09/26/2022,2:49 PM,2:49 PM,0
4,09/27/2022,2:49 PM,2:49 PM,0
4,09/28/2022,2:49 PM,2:49 PM,0
4,09/29/2022,2:49 PM,2:49 PM,0
5,09/01/2022,11:21 AM,11:21 AM,0
5,09/04/2022,11:23 AM,11:23 AM,0
5,09/05/2022,11:30 AM,11:30 AM,0
5,09/06/2022,11:30 AM,11:30 AM,0
5,09/07/2022,11:30 AM,11:30 AM,0
5,09/08/2022,11:30 AM,11:30 AM,0
5,09/11/2022,11:30 AM,11:30 AM,0
5,09/12/2022,11:30 AM,11:30 AM,0
5,09/13/2022,11:30 AM,11:30 AM,0
5,09/14/2022,11:30 AM,11:30 AM,0
5,09/15/2022,11:30 AM,11:30 AM,0
5,09/18/2022,2:49 PM,2:49 PM,0
5,09/19/2022,2:49 PM,2:49 PM,0
5,09/20/2022,2:49 PM,2:49 PM,0
5,09/21/2022,2:49 PM,2:49 PM,0
5,09/22/2022,2:49 PM,2:49 PM,0
5,09/25/2022,2:49 PM,2:49 PM,0
5,09/26/2022,2:49 PM,2:49 PM,0
5,09/27/2022,2:49 PM,2:49 PM,0
5,09/28/2022,2:49 PM,2:49 PM,0
5,09/29/2022,2:49 PM,2:49 PM,0
6,09/01/2022,11:21 AM,11:21 AM,0
6,09/04/2022,11:23 AM,11:23 AM,0
6,09/05/2022,11:30 AM,11:30 AM,0
6,09/06/2022,11:30 AM,11:30 AM,0
6,09/07/2022,11:30 AM,11:30 AM,0
6,09/08/2022,11:30 AM,11:30 AM,0
6,09/11/2022,11:30 AM,11:30 AM,0
6,09/12/2022,11:30 AM,11:30 AM,0
6,09/13/2022,11:30 AM,11:30 AM,0
6,09/14/2022,11:30 AM,11:30 AM,0
6,09/15/2022,11:30 AM,11:30 AM,0
6,09/18/2022,2:49 PM,2:49 PM,0
6,09/19/2022,2:49 PM,2:49 PM,0
6,09/20/2022,2:49 PM,2:49 PM,0
6,09/21/2022,2:49 PM,2:49 PM,0
6,09/22/2022,2:49 PM,2:49 PM,0
6,09/25/2022,2:49 PM,2:49 PM,0
6,09/26/2022,2:49 PM,2:49 PM,0
6,09/27/2022,2:49 PM,2:49 PM,0
6,09/28/2022,2:49 PM,2:49 PM,0
6,09/29/2022,2:49 PM,2:49 PM,0
7,09/01/2022,11:21 AM,11:21 AM,0
7,09/04/2022,11:23 AM,11:23 AM,0
7,09/05/2022,11:30 AM,11:30 AM,0
7,09/06/2022,11:30 AM,11:30 AM,0
7,09/07/2022,11:30 AM,11:30 AM,0
7,09/08/2022,11:30 AM,11:30 AM,0
7,09/11/2022,11:30 AM,11:30 AM,0
7,09/12/2022,11:30 AM,11:30 AM,0
7,09/13/2022,11:30 AM,11:30 AM,0
7,09/14/2022,11:30 AM,11:30 AM,0
7,09/15/2022,11:30 AM,11:30 AM,0
7,09/18/2022,2:49 PM,2:49 PM,0
7,09/19/2022,2:49 PM,2:49 PM,0
7,09/20/2022,2:49 PM,2:49 PM,0
7,09/21/2022,2:49 PM,2:49 PM,0
7,09/22/2022,2:49 PM,2:49 PM,0
7,09/25/2022,2:49 PM,2:49 PM,0
7,09/26/2022,2:49 PM,2:49 PM,0
7,09/27/2022,2:49 PM,2:49 PM,0
7,09/28/2022,2:49 PM,2:49 PM,0
7,09/29/2022,2:49 PM,2:49 PM,0
8,09/01/2022,11:21 AM,11:21 AM,0
8,09/04/2022,11:23 AM,11:23 AM,0
8,09/05/2022,11:30 AM,11:30 AM,0
8,09/06/2022,11:30 AM,11:30 AM,0
8,09/07/2022,11:30 AM,11:30 AM,0
8,09/08/2022,11:30 AM,11:30 AM,0
8,09/11/2022,11:30 AM,11:30 AM,0
8,09/12/2022,11:30 AM,11:30 AM,0
8,09/13/2022,11:30 AM,11:30 AM,0
8,09/14/2022,11:30 AM,11:30 AM,0
8,09/15/2022,11:30 AM,11:30 AM,0
8,09/18/2022,2:49 PM,2:49 PM,0
8,09/19/2022,2:49 PM,2:49 PM,0
8,09/20/2022,2:49 PM,2:49 PM,0
8,09/21/2022,2:49 PM,2:49 PM,0
8,09/22/2022,2:49 PM,2:49 PM,0
8,09/25/2022,2:49 PM,2:49 PM,0
8,09/26/2022,2:49 PM,2:49 PM,0
8,09/27/2022,2:49 PM,2:49 PM,0
8,09/28/2022,2:49 PM,2:49 PM,0
8,09/29/2022,2:49 PM,2:49 PM,0
9,09/01/2022,11:21 AM,11:21 AM,0
9,09/04/2022,11:23 AM,11:23 AM,0
9,09/05/2022,11:30 AM,11:30 AM,0
9,09/06/2022,11:30 AM,11:30 AM,0
9,09/07/2022,11:30 AM,11:30 AM,0
9,09/08/2022,11:30 AM,11:30 AM,0
9,09/11/2022,11:30 AM,11:30 AM,0
9,09/12/2022,11:30 AM,11:30 AM,0
9,09/13/2022,11:30 AM,11:30 AM,0
9,09/14/2022,11:30 AM,11:30 AM,0
9,09/15/2022,11:30 AM,11:30 AM,0
9,09/18/2022,2:49 PM,2:49 PM,0
9,09/19/2022,2:49 PM,2:49 PM,0
9,09/20/2022,2:49 PM,2:49 PM,0
9,09/21/2022,2:49 PM,2:49 PM,0
9,09/22/2022,2:49 PM,2:49 PM,0
9,09/25/2022,2:49 PM,2:49 PM,0
9,09/26/2022,2:49 PM,2:49 PM,0
9,09/27/2022,2:49 PM,2:49 PM,0
9,09/28/2022,2:49 PM,2:49 PM,0
9,09/29/2022,2:49 PM,2:49 PM,0
10,09/01/2022,11:21 AM,11:21 AM,0
10,09/04/2022,11:23 AM,11:23 AM,0
10,09/05/2022,11:30 AM,11:30 AM,0
10,09/06/2022,11:30 AM,11:30 AM,0
10,09/07/2022,11:30 AM,11:30 AM,0
10,09/08/2022,11:30 AM,11:30 AM,0
10,09/11/2022,11:30 AM,11:30 AM,0
10,09/12/2022,11:30 AM,11:30 AM,0
10,09/13/2022,11:30 AM,11:30 AM,0
10,09/14/2022,11:30 AM,11:30 AM,0
10,09/15/2022,11:30 AM,11:30 AM,0
10,09/18/2022,2:49 PM,2:49 PM,0
10,09/19/2022,2:49 PM,2:49 PM,0
10,09/20/2022,2:49 PM,2:49 PM,0
10,09/21/2022,2:49 PM,2:49 PM,0
10,09/22/2022,2:49 PM,2:49 PM,0
10,09/25/2022,2:49 PM,2:49 PM,0
10,09/26/2022,2:49 PM,2:49 PM,0
10,09/27/2022,2:49 PM,2:49 PM,0
10,09/28/2022,2:49 PM,2:49 PM,0
10,09/29/2022,2:49 PM,2:49 PM,0
1,03/11/2024,10:33 AM,10:33 AM,0
2,03/12/2024,08:45 AM,08:45 AM,0
5,03/12/2024,09:09 AM,09:09 AM,0
5,03/12/2024,09:10 AM,09:10 AM,0
6,03/12/2024,09:11 AM,09:11 AM,0
8,03/12/2024,09:12 AM,09:12 AM,0
2,03/12/2024,09:14 AM,09:14 AM,0
2,03/12/2024,09:15 AM,09:15 AM,0
2,03/12/2024,09:15 AM,09:15 AM,0
2,03/12/2024,09:18 AM,09:18 AM,0
2,03/12/2024,09:18 AM,09:18 AM,0
2,03/12/2024,09:19 AM,09:19 AM,0
2,03/12/2024,09:20 AM,09:20 AM,0
1,03/12/2024,09:25 AM,09:25 AM,0
